user_id,signup_date,country,region,plan_type,signup_channel,age_group
40946,2024-04-23,Sweden,Asia,Basic,Mobile App,46-60
40947,2025-08-14,Italy,Africa,Premium,Mobile App,46-60
40948,2024-06-10,Japan,Africa,Standard,Mobile App,46-60
40949,2025-07-11,China,Europe,Basic,Web,26-35
40950,2024-02-03,Spain,Africa,Standard,Mobile App,46-60
40951,2025-02-13,South Korea,North America,Premium,Web,36-45
40952,2025-10-12,Italy,North America,Basic,Mobile App,18-25
40953,2024-11-03,United Kingdom,South America,Premium,Web,60+
40954,2025-10-07,Mexico,Europe,Premium,Mobile App,18-25
40955,2024-02-20,Mexico,South America,Standard,Web,60+
40956,2025-08-09,India,North America,Basic,Mobile App,46-60
40957,2024-02-07,France,Asia,Standard,Web,36-45
40958,2025-07-07,Canada,Europe,Basic,Mobile App,36-45
40959,2024-04-24,Italy,South America,Basic,Web,36-45
40960,2024-11-07,Japan,Unknown,Basic,Mobile App,18-25
40961,2024-04-09,Norway,Unknown,Basic,Web,18-25
40962,2025-01-12,Japan,South America,Standard,Mobile App,36-45
40963,2024-03-27,Russia,Unknown,Standard,Mobile App,46-60
40964,2025-03-09,United Kingdom,Asia,Basic,Web,46-60
40965,2024-03-20,Canada,South America,Standard,Web,18-25
40966,2025-06-28,Spain,North America,Basic,Mobile App,36-45
40967,2024-06-26,France,Unknown,Basic,Web,46-60
40968,2024-01-18,South Korea,Asia,Basic,Mobile App,46-60
40969,2024-01-27,Australia,South America,Basic,Mobile App,26-35
40970,2024-10-06,Brazil,Asia,Basic,Web,60+
40971,2024-05-13,Australia,Asia,Basic,Web,26-35
40972,2024-10-02,India,Asia,Premium,Web,60+
40973,2024-08-08,Canada,South America,Standard,Web,26-35
40974,2025-09-27,India,Africa,Basic,Web,26-35
40975,2023-12-28,Japan,North America,Basic,Web,60+
40976,2025-04-23,Japan,North America,Standard,Mobile App,18-25
40977,2024-02-12,France,Asia,Basic,Mobile App,46-60
40978,2024-03-05,Mexico,Asia,Premium,Web,18-25
40979,2024-08-03,United Kingdom,Africa,Standard,Web,60+
40980,2025-01-21,Egypt,Europe,Premium,Mobile App,60+
40981,2024-06-11,Canada,North America,Standard,Mobile App,60+
40982,2024-05-18,Norway,Europe,Basic,Web,36-45
40983,2023-10-21,United States,Asia,Standard,Web,36-45
40984,2023-12-21,United States,North America,Basic,Web,26-35
40985,2024-03-19,Sweden,North America,Standard,Mobile App,36-45
40986,2024-02-21,Italy,Asia,Premium,Web,18-25
40987,2025-06-29,South Korea,Europe,Standard,Web,18-25
40988,2024-08-17,United States,Europe,Standard,Mobile App,60+
40989,2024-06-23,Italy,South America,Basic,Mobile App,60+
40990,2025-07-23,Australia,South America,Basic,Mobile App,46-60
40991,2024-12-08,South Korea,Africa,Standard,Web,18-25
40992,2024-04-04,Canada,Africa,Standard,Mobile App,26-35
40993,2024-12-09,Australia,Europe,Standard,Mobile App,26-35
40994,2024-07-11,United States,Asia,Basic,Smart Tv,36-45
40995,2024-08-02,South Korea,Europe,Basic,Web,36-45
40996,2025-09-21,United States,North America,Standard,Smart Tv,46-60
40997,2025-04-01,India,South America,Standard,Web,26-35
40998,2025-04-11,France,South America,Basic,Web,36-45
40999,2025-08-03,Egypt,Europe,Premium,Web,46-60
41000,2025-07-05,South Korea,North America,Basic,Mobile App,46-60
41001,2025-04-25,France,Europe,Standard,Web,46-60
41002,2025-07-15,India,Europe,Basic,Mobile App,18-25
41003,2025-02-14,United Kingdom,Europe,Premium,Web,36-45
41004,2025-10-13,Canada,North America,Standard,Mobile App,26-35
41005,2024-12-26,Canada,South America,Basic,Web,46-60
41006,2024-05-30,France,Asia,Premium,Web,60+
41007,2024-06-06,Germany,Africa,Basic,Web,60+
41008,2025-09-14,Canada,North America,Standard,Web,60+
41009,2025-01-22,Brazil,South America,Basic,Mobile App,46-60
41010,2023-11-02,Brazil,Europe,Standard,Web,46-60
41011,2025-03-27,Brazil,Asia,Premium,Mobile App,36-45
41012,2025-04-22,Germany,Africa,Standard,Web,18-25
41013,2025-01-08,Australia,Africa,Standard,Smart Tv,36-45
41014,2024-01-05,Norway,North America,Premium,Mobile App,26-35
41015,2023-11-22,Brazil,Europe,Standard,Web,46-60
41016,2024-10-12,United Kingdom,Europe,Basic,Mobile App,18-25
41017,2025-08-27,Italy,Asia,Basic,Mobile App,36-45
41018,2024-05-10,South Africa,Africa,Basic,Web,60+
41019,2024-10-10,France,North America,Premium,Web,60+
41020,2025-05-01,Sweden,Europe,Premium,Web,18-25
41021,2025-01-08,South Africa,Africa,Standard,Web,26-35
41022,2024-09-09,United Kingdom,Africa,Basic,Mobile App,60+
41023,2025-01-19,Australia,South America,Standard,Web,26-35
41024,2025-10-11,Brazil,Asia,Premium,Mobile App,26-35
41025,2025-02-20,Australia,Europe,Standard,Web,60+
41026,2024-07-13,Mexico,Unknown,Basic,Web,60+
41027,2023-10-29,India,Asia,Basic,Web,46-60
41028,2025-06-22,Sweden,South America,Premium,Mobile App,26-35
41029,2025-09-25,United Kingdom,Europe,Standard,Web,60+
41030,2025-05-22,United Kingdom,North America,Basic,Smart Tv,46-60
41031,2024-03-04,United Kingdom,South America,Standard,Web,36-45
41032,2024-11-29,Germany,South America,Standard,Web,46-60
41033,2025-06-11,Sweden,Africa,Standard,Mobile App,60+
41034,2025-09-07,Mexico,Europe,Basic,Mobile App,26-35
41035,2023-11-01,Canada,South America,Standard,Mobile App,18-25
41036,2023-12-19,China,North America,Standard,Mobile App,46-60
41037,2023-12-12,France,South America,Premium,Mobile App,60+
41038,2024-02-01,Canada,Asia,Premium,Smart Tv,60+
41039,2025-09-11,China,North America,Premium,Mobile App,18-25
41040,2025-05-30,Brazil,North America,Standard,Web,46-60
41041,2024-10-01,Brazil,South America,Basic,Mobile App,60+
41042,2025-09-10,Egypt,South America,Basic,Mobile App,26-35
41043,2024-02-02,United States,Africa,Standard,Mobile App,26-35
41044,2025-05-05,Spain,Europe,Basic,Web,18-25
41045,2025-04-11,Norway,Africa,Standard,Web,18-25
41046,2025-01-11,India,Asia,Basic,Web,46-60
41047,2024-06-22,Russia,Europe,Basic,Mobile App,26-35
41048,2024-04-07,Brazil,Africa,Standard,Web,46-60
41049,2025-09-07,Japan,Africa,Basic,Web,60+
41050,2024-01-12,United States,South America,Standard,Web,60+
41051,2025-02-23,Japan,Africa,Standard,Mobile App,46-60
41052,2023-12-25,United States,South America,Standard,Web,36-45
41053,2024-12-19,France,North America,Basic,Mobile App,36-45
41054,2024-10-15,Norway,Europe,Standard,Mobile App,26-35
41055,2023-11-22,United States,South America,Standard,Web,26-35
41056,2024-11-14,India,Africa,Standard,Web,46-60
41057,2024-05-25,South Korea,South America,Standard,Web,26-35
41058,2025-04-25,Australia,North America,Basic,Web,26-35
41059,2025-02-22,South Korea,Asia,Standard,Smart Tv,36-45
41060,2024-09-04,Egypt,Asia,Standard,Web,18-25
41061,2025-06-17,Canada,North America,Standard,Web,18-25
41062,2024-12-11,China,Africa,Standard,Web,18-25
41063,2025-06-11,South Korea,Europe,Basic,Mobile App,36-45
41064,2024-05-31,Australia,Europe,Basic,Mobile App,18-25
41065,2025-07-20,Russia,South America,Premium,Mobile App,60+
41066,2024-12-10,Spain,Asia,Premium,Web,18-25
41067,2024-07-20,Spain,North America,Basic,Mobile App,60+
41068,2025-02-03,Sweden,Africa,Basic,Mobile App,18-25
41069,2024-09-08,South Africa,North America,Standard,Mobile App,18-25
41070,2025-04-04,United Kingdom,Asia,Standard,Mobile App,18-25
41071,2024-01-21,Spain,North America,Basic,Web,26-35
41072,2024-10-17,China,North America,Premium,Web,18-25
41073,2024-07-23,Mexico,North America,Standard,Web,36-45
41074,2024-11-10,Canada,South America,Standard,Mobile App,26-35
41075,2024-12-25,Spain,Africa,Standard,Web,60+
41076,2024-08-25,Netherlands,Europe,Basic,Smart Tv,46-60
41077,2025-06-08,Brazil,Africa,Basic,Smart Tv,26-35
41078,2025-05-10,United States,Asia,Basic,Web,36-45
41079,2024-02-08,China,Europe,Premium,Mobile App,60+
41080,2024-10-14,Canada,South America,Basic,Mobile App,18-25
41081,2025-02-09,Norway,Europe,Standard,Web,60+
41082,2025-02-08,Mexico,Europe,Standard,Mobile App,18-25
41083,2024-06-17,China,Europe,Standard,Web,60+
41084,2024-01-25,Norway,North America,Standard,Mobile App,18-25
41085,2024-01-10,France,Asia,Basic,Mobile App,60+
41086,2025-08-29,Spain,South America,Basic,Mobile App,60+
41087,2024-08-14,Germany,Asia,Standard,Web,46-60
41088,2025-07-27,South Korea,North America,Standard,Mobile App,60+
41089,2023-11-12,Netherlands,South America,Standard,Mobile App,26-35
41090,2024-10-08,Netherlands,North America,Premium,Web,46-60
41091,2024-06-18,South Africa,South America,Basic,Mobile App,26-35
41092,2024-02-29,Germany,South America,Standard,Mobile App,26-35
41093,2023-11-05,Egypt,Africa,Standard,Web,36-45
41094,2024-07-30,Egypt,North America,Standard,Web,26-35
41095,2025-02-23,United States,Asia,Premium,Web,36-45
41096,2024-03-02,South Korea,North America,Standard,Smart Tv,36-45
41097,2024-09-29,Egypt,North America,Standard,Smart Tv,26-35
41098,2023-11-30,Egypt,North America,Basic,Mobile App,60+
41099,2025-01-08,Brazil,Africa,Standard,Web,18-25
41100,2025-06-01,India,Africa,Standard,Smart Tv,46-60
41101,2024-10-21,Italy,Africa,Premium,Web,26-35
41102,2025-08-26,Spain,Africa,Basic,Smart Tv,46-60
41103,2024-06-16,Netherlands,North America,Basic,Web,46-60
41104,2025-08-26,Sweden,Asia,Standard,Web,36-45
41105,2023-10-27,United States,Europe,Basic,Mobile App,18-25
41106,2024-05-05,Brazil,North America,Basic,Mobile App,26-35
41107,2024-12-29,Mexico,Asia,Basic,Mobile App,60+
41108,2025-06-23,Russia,Europe,Standard,Mobile App,36-45
41109,2024-01-23,Germany,Europe,Standard,Web,18-25
41110,2024-05-13,Australia,Africa,Premium,Web,46-60
41111,2024-11-12,Russia,Europe,Basic,Mobile App,26-35
41112,2024-10-23,Germany,Asia,Standard,Mobile App,18-25
41113,2024-02-13,South Africa,Africa,Basic,Web,36-45
41114,2025-10-04,United Kingdom,North America,Basic,Web,26-35
41115,2024-09-01,Australia,North America,Basic,Web,46-60
41116,2025-01-06,Canada,Africa,Basic,Web,26-35
41117,2024-02-10,Australia,Unknown,Basic,Mobile App,18-25
41118,2024-11-16,Australia,Europe,Standard,Web,46-60
41119,2025-09-09,Sweden,Europe,Standard,Mobile App,18-25
41120,2025-08-26,Netherlands,Asia,Standard,Mobile App,36-45
41121,2024-12-30,Netherlands,Africa,Basic,Web,60+
41122,2024-01-10,Netherlands,North America,Standard,Smart Tv,36-45
41123,2024-10-27,Spain,Asia,Standard,Mobile App,36-45
41124,2024-12-01,Russia,North America,Standard,Mobile App,46-60
41125,2025-04-15,Sweden,North America,Premium,Mobile App,60+
41126,2024-04-03,United Kingdom,Asia,Standard,Mobile App,36-45
41127,2025-09-04,United States,North America,Standard,Mobile App,36-45
41128,2025-03-22,Australia,Africa,Basic,Mobile App,46-60
41129,2024-07-08,Spain,Africa,Standard,Web,60+
41130,2024-08-24,Norway,Asia,Standard,Web,26-35
41131,2024-07-23,France,North America,Premium,Web,60+
41132,2024-06-17,Russia,Unknown,Standard,Web,46-60
41133,2025-08-06,Spain,Europe,Basic,Mobile App,26-35
41134,2024-04-27,India,South America,Premium,Web,26-35
41135,2025-04-16,Netherlands,Asia,Standard,Web,26-35
41136,2023-12-15,Canada,North America,Basic,Mobile App,26-35
41137,2024-04-11,Norway,Asia,Premium,Web,36-45
41138,2025-01-22,Russia,Europe,Standard,Mobile App,36-45
41139,2024-09-27,South Africa,Asia,Basic,Mobile App,36-45
41140,2024-10-31,Egypt,Africa,Basic,Mobile App,36-45
41141,2025-08-10,Mexico,North America,Standard,Web,18-25
41142,2024-03-25,Canada,Europe,Basic,Web,46-60
41143,2024-09-19,Norway,Africa,Basic,Web,46-60
41144,2023-12-13,Brazil,South America,Basic,Mobile App,36-45
41145,2023-12-28,United States,South America,Standard,Smart Tv,46-60
41146,2025-08-03,Netherlands,Asia,Basic,Web,18-25
41147,2025-09-07,China,Unknown,Basic,Web,60+
41148,2025-07-15,China,South America,Basic,Web,26-35
41149,2025-05-05,South Africa,Europe,Standard,Mobile App,60+
41150,2024-05-04,India,North America,Standard,Web,26-35
41151,2024-01-09,Egypt,Europe,Basic,Web,60+
41152,2025-05-25,France,Europe,Premium,Mobile App,18-25
41153,2023-12-21,United Kingdom,Europe,Premium,Web,26-35
41154,2024-03-02,Brazil,South America,Standard,Mobile App,46-60
41155,2025-07-20,Russia,Asia,Premium,Web,36-45
41156,2025-07-29,Mexico,South America,Basic,Web,26-35
41157,2024-06-17,Japan,South America,Basic,Web,60+
41158,2025-08-05,South Korea,Asia,Premium,Web,60+
41159,2025-05-15,Spain,Africa,Standard,Smart Tv,46-60
41160,2025-04-05,Canada,Europe,Basic,Web,36-45
41161,2023-10-19,United Kingdom,Africa,Basic,Mobile App,18-25
41162,2025-07-21,Egypt,Europe,Standard,Smart Tv,46-60
41163,2025-09-03,Australia,Africa,Basic,Smart Tv,46-60
41164,2025-02-19,United States,Europe,Basic,Web,18-25
41165,2024-02-29,Germany,Asia,Basic,Mobile App,18-25
41166,2024-04-05,South Korea,Asia,Standard,Web,36-45
41167,2024-08-14,Mexico,Asia,Basic,Web,36-45
41168,2025-05-12,Brazil,North America,Basic,Mobile App,36-45
41169,2025-01-16,United Kingdom,Europe,Basic,Smart Tv,36-45
41170,2023-12-12,Mexico,Asia,Standard,Web,46-60
41171,2024-09-27,Germany,Africa,Standard,Web,46-60
41172,2025-09-12,Sweden,North America,Standard,Web,36-45
41173,2025-02-17,Russia,North America,Basic,Web,36-45
41174,2025-01-01,China,Asia,Standard,Web,46-60
41175,2025-10-08,Mexico,South America,Premium,Web,46-60
41176,2023-12-08,South Africa,Asia,Basic,Web,18-25
41177,2025-02-18,India,South America,Standard,Web,26-35
41178,2025-09-16,France,Asia,Standard,Web,60+
41179,2024-09-26,Sweden,Europe,Premium,Web,26-35
41180,2024-09-29,Sweden,Africa,Standard,Mobile App,36-45
41181,2025-02-21,United Kingdom,South America,Basic,Mobile App,26-35
41182,2024-12-02,Netherlands,South America,Standard,Mobile App,46-60
41183,2025-06-24,Brazil,North America,Standard,Mobile App,46-60
41184,2023-12-16,Sweden,South America,Standard,Web,26-35
41185,2024-06-10,Egypt,Europe,Basic,Web,60+
41186,2024-11-27,China,Unknown,Basic,Web,36-45
41187,2025-09-12,Canada,South America,Premium,Smart Tv,46-60
41188,2025-06-03,Egypt,North America,Premium,Mobile App,18-25
41189,2025-08-21,Netherlands,Africa,Premium,Web,60+
41190,2025-04-04,Italy,South America,Premium,Web,36-45
41191,2024-07-01,Canada,Europe,Basic,Smart Tv,60+
41192,2025-06-13,Brazil,Europe,Basic,Web,60+
41193,2025-10-09,France,Africa,Standard,Web,26-35
41194,2025-07-21,Norway,North America,Standard,Web,36-45
41195,2023-11-04,Norway,Europe,Premium,Mobile App,46-60
41196,2024-05-24,India,Asia,Basic,Web,60+
41197,2024-01-28,India,Asia,Basic,Web,46-60
41198,2025-01-07,India,South America,Standard,Smart Tv,46-60
41199,2025-03-12,Norway,Europe,Standard,Web,36-45
41200,2025-09-11,Netherlands,Asia,Standard,Mobile App,60+
41201,2025-03-01,Italy,South America,Standard,Web,60+
41202,2025-06-03,China,South America,Standard,Web,26-35
41203,2024-04-20,Germany,South America,Basic,Mobile App,60+
41204,2024-07-21,Egypt,North America,Standard,Web,26-35
41205,2025-01-06,Netherlands,South America,Premium,Web,46-60
41206,2024-02-03,Japan,North America,Premium,Mobile App,18-25
41207,2025-02-16,United States,Asia,Standard,Web,36-45
41208,2024-04-15,France,South America,Standard,Mobile App,26-35
41209,2024-10-30,Sweden,Asia,Standard,Mobile App,36-45
41210,2025-04-11,Japan,Europe,Basic,Web,26-35
41211,2025-03-24,Mexico,North America,Standard,Mobile App,18-25
41212,2025-02-11,Brazil,Asia,Standard,Smart Tv,46-60
41213,2024-06-06,India,South America,Standard,Web,36-45
41214,2024-02-16,Germany,Asia,Premium,Mobile App,36-45
41215,2025-06-12,Canada,South America,Basic,Mobile App,26-35
41216,2024-08-25,Italy,Africa,Standard,Web,26-35
41217,2025-06-09,United Kingdom,North America,Basic,Web,26-35
41218,2024-04-10,South Korea,Europe,Standard,Web,26-35
41219,2025-04-13,China,Asia,Basic,Smart Tv,60+
41220,2024-08-04,Norway,Asia,Basic,Mobile App,18-25
41221,2025-05-19,Italy,Africa,Basic,Mobile App,46-60
41222,2024-10-02,India,South America,Premium,Web,46-60
41223,2023-10-15,Italy,Europe,Basic,Mobile App,46-60
41224,2024-06-23,France,South America,Basic,Web,60+
41225,2025-03-22,Russia,South America,Basic,Web,46-60
41226,2025-08-07,Russia,Asia,Basic,Web,46-60
41227,2025-05-12,China,Asia,Basic,Web,36-45
41228,2024-06-16,Brazil,Asia,Standard,Web,60+
41229,2024-09-26,South Korea,North America,Standard,Mobile App,36-45
41230,2025-08-07,Netherlands,North America,Standard,Web,26-35
41231,2024-12-15,Canada,Asia,Standard,Mobile App,18-25
41232,2024-10-10,Sweden,South America,Standard,Web,46-60
41233,2023-10-18,Brazil,Europe,Basic,Web,26-35
41234,2024-03-24,South Africa,Europe,Premium,Mobile App,18-25
41235,2024-03-05,Italy,South America,Basic,Mobile App,26-35
41236,2025-05-13,Germany,Unknown,Standard,Smart Tv,26-35
41237,2025-10-08,Russia,South America,Basic,Smart Tv,46-60
41238,2025-03-20,Norway,Europe,Basic,Smart Tv,60+
41239,2024-10-10,China,Africa,Standard,Web,26-35
41240,2025-06-26,China,Africa,Basic,Web,18-25
41241,2024-08-08,Egypt,Europe,Standard,Web,36-45
41242,2023-10-30,Sweden,Africa,Basic,Web,60+
41243,2025-03-31,Spain,North America,Standard,Web,60+
41244,2025-10-02,Egypt,Asia,Basic,Mobile App,46-60
41245,2025-03-19,France,Africa,Standard,Mobile App,18-25
41246,2025-01-27,China,Africa,Standard,Web,18-25
41247,2025-03-12,Sweden,North America,Standard,Mobile App,18-25
41248,2024-12-30,Canada,North America,Premium,Web,36-45
41249,2024-03-05,Germany,South America,Standard,Mobile App,60+
41250,2023-11-04,Canada,Europe,Premium,Mobile App,36-45
41251,2025-01-04,Mexico,South America,Basic,Web,26-35
41252,2025-01-27,Mexico,Europe,Basic,Web,60+
41253,2025-03-31,South Korea,North America,Premium,Web,36-45
41254,2023-12-19,Sweden,Unknown,Basic,Smart Tv,60+
41255,2025-03-15,Sweden,Europe,Basic,Web,60+
41256,2025-03-30,Norway,Europe,Basic,Web,36-45
41257,2023-10-29,United Kingdom,North America,Basic,Mobile App,46-60
41258,2025-05-30,Netherlands,Africa,Premium,Mobile App,36-45
41259,2025-08-22,South Africa,South America,Premium,Web,26-35
41260,2024-09-02,Italy,Asia,Basic,Mobile App,60+
41261,2024-08-15,Italy,Europe,Standard,Mobile App,18-25
41262,2024-12-21,Norway,Africa,Standard,Mobile App,18-25
41263,2025-03-29,Brazil,North America,Basic,Mobile App,26-35
41264,2024-10-12,Norway,Europe,Basic,Mobile App,60+
41265,2024-04-17,Italy,Africa,Standard,Mobile App,18-25
41266,2024-05-12,Brazil,South America,Standard,Mobile App,46-60
41267,2025-01-29,Norway,North America,Standard,Web,26-35
41268,2024-07-27,Netherlands,Africa,Standard,Web,60+
41269,2024-05-14,South Korea,Africa,Premium,Web,26-35
41270,2024-10-27,Japan,Europe,Premium,Mobile App,26-35
41271,2025-07-09,Australia,South America,Premium,Smart Tv,36-45
41272,2024-03-10,Sweden,North America,Basic,Mobile App,46-60
41273,2023-10-15,Brazil,North America,Premium,Mobile App,46-60
41274,2025-06-15,Italy,South America,Premium,Web,18-25
41275,2025-06-07,United States,Asia,Standard,Web,46-60
41276,2024-07-09,United States,Europe,Standard,Mobile App,18-25
41277,2024-04-29,South Korea,Africa,Standard,Web,46-60
41278,2024-06-19,Spain,Europe,Premium,Mobile App,26-35
41279,2025-09-01,India,South America,Standard,Mobile App,26-35
41280,2025-01-12,Norway,Africa,Standard,Web,36-45
41281,2024-10-07,Italy,Asia,Basic,Mobile App,60+
41282,2025-07-30,South Korea,South America,Premium,Mobile App,46-60
41283,2025-08-05,France,Europe,Basic,Web,18-25
41284,2025-05-11,Russia,Africa,Standard,Web,60+
41285,2025-10-11,China,North America,Basic,Web,46-60
41286,2025-10-12,Japan,Africa,Standard,Web,46-60
41287,2025-07-15,Australia,Africa,Basic,Mobile App,18-25
41288,2024-02-20,France,South America,Basic,Web,46-60
41289,2023-11-14,Australia,Asia,Standard,Web,18-25
41290,2025-10-12,France,Africa,Standard,Mobile App,60+
41291,2025-04-11,India,Africa,Standard,Mobile App,36-45
41292,2024-12-19,Russia,Asia,Basic,Mobile App,60+
41293,2025-06-18,Italy,Asia,Premium,Mobile App,36-45
41294,2024-12-18,Norway,Africa,Standard,Mobile App,18-25
41295,2023-11-02,United Kingdom,North America,Standard,Mobile App,18-25
41296,2024-08-02,Brazil,North America,Premium,Smart Tv,46-60
41297,2024-10-21,India,North America,Standard,Web,36-45
41298,2025-08-05,Spain,South America,Premium,Mobile App,18-25
41299,2023-11-11,South Africa,South America,Basic,Web,60+
41300,2025-06-03,Canada,North America,Basic,Mobile App,18-25
41301,2025-05-18,Australia,North America,Standard,Mobile App,46-60
41302,2025-02-03,Spain,North America,Standard,Smart Tv,46-60
41303,2025-06-27,France,Asia,Basic,Web,60+
41304,2025-04-07,Germany,Europe,Basic,Mobile App,46-60
41305,2025-10-09,Japan,South America,Basic,Web,26-35
41306,2025-04-11,India,South America,Standard,Smart Tv,36-45
41307,2025-05-22,United States,South America,Standard,Mobile App,60+
41308,2025-04-13,Germany,Europe,Basic,Mobile App,36-45
41309,2024-09-08,Italy,Africa,Basic,Web,60+
41310,2025-09-23,Norway,South America,Standard,Web,46-60
41311,2025-02-14,South Korea,Africa,Basic,Mobile App,26-35
41312,2025-03-11,South Korea,Asia,Basic,Smart Tv,26-35
41313,2025-06-30,United States,North America,Standard,Web,18-25
41314,2023-11-24,Germany,North America,Premium,Web,18-25
41315,2025-01-10,Germany,Asia,Basic,Web,36-45
41316,2023-11-26,Norway,North America,Premium,Web,18-25
41317,2025-05-01,Norway,Asia,Premium,Mobile App,60+
41318,2025-03-02,Norway,North America,Premium,Web,36-45
41319,2024-11-11,Russia,Asia,Standard,Web,60+
41320,2023-11-18,Norway,Asia,Premium,Mobile App,46-60
41321,2025-02-28,Russia,North America,Basic,Web,18-25
41322,2023-12-31,Sweden,Africa,Premium,Web,60+
41323,2025-01-10,France,South America,Standard,Web,26-35
41324,2024-08-30,Japan,South America,Standard,Mobile App,46-60
41325,2024-09-28,Netherlands,Europe,Standard,Web,18-25
41326,2024-08-09,Egypt,Europe,Premium,Web,46-60
41327,2024-03-08,Canada,North America,Basic,Web,36-45
41328,2024-07-28,Sweden,South America,Standard,Web,26-35
41329,2024-08-04,United States,Europe,Standard,Mobile App,60+
41330,2025-09-11,Norway,South America,Standard,Web,18-25
41331,2024-10-22,Sweden,Asia,Basic,Smart Tv,60+
41332,2024-08-09,Norway,Africa,Basic,Web,46-60
41333,2025-04-14,South Africa,Asia,Basic,Web,46-60
41334,2024-12-20,France,Europe,Basic,Mobile App,36-45
41335,2024-08-17,South Korea,Europe,Basic,Web,26-35
41336,2024-10-05,Italy,North America,Basic,Web,60+
41337,2025-04-15,South Korea,Africa,Standard,Web,46-60
41338,2024-07-09,Norway,Africa,Basic,Mobile App,60+
41339,2024-06-26,Germany,South America,Basic,Mobile App,60+
41340,2024-05-30,Brazil,North America,Standard,Mobile App,26-35
41341,2025-01-24,United Kingdom,Africa,Standard,Web,46-60
41342,2025-06-29,Australia,Europe,Standard,Web,18-25
41343,2025-06-07,South Korea,Asia,Standard,Web,60+
41344,2024-10-03,Japan,Asia,Basic,Mobile App,26-35
41345,2025-09-05,India,Africa,Basic,Mobile App,36-45
41346,2024-05-11,Japan,Asia,Standard,Web,46-60
41347,2025-01-06,United Kingdom,Europe,Basic,Web,46-60
41348,2024-08-04,Mexico,South America,Standard,Web,36-45
41349,2025-05-29,Mexico,Europe,Basic,Web,60+
41350,2024-03-25,South Africa,Africa,Standard,Web,36-45
41351,2025-03-02,Germany,Europe,Standard,Web,36-45
41352,2024-01-17,United States,Unknown,Basic,Mobile App,60+
41353,2023-11-26,Canada,Asia,Standard,Web,18-25
41354,2024-05-01,Italy,South America,Standard,Smart Tv,60+
41355,2024-06-09,South Korea,North America,Basic,Mobile App,18-25
41356,2024-09-13,Mexico,Africa,Premium,Web,36-45
41357,2025-08-25,United States,Africa,Basic,Mobile App,18-25
41358,2023-12-05,Australia,Europe,Basic,Mobile App,36-45
41359,2023-12-30,Norway,Asia,Standard,Mobile App,26-35
41360,2024-02-01,Mexico,Asia,Standard,Mobile App,26-35
41361,2024-11-25,Canada,Africa,Basic,Web,26-35
41362,2025-05-19,China,North America,Premium,Smart Tv,26-35
41363,2024-08-22,United States,North America,Standard,Mobile App,46-60
41364,2024-07-29,Russia,South America,Basic,Web,60+
41365,2024-08-09,Japan,Europe,Standard,Mobile App,36-45
41366,2024-08-17,Norway,Africa,Basic,Web,26-35
41367,2024-08-10,Sweden,North America,Basic,Web,60+
41368,2025-01-20,United Kingdom,North America,Basic,Web,60+
41369,2024-04-11,Russia,Asia,Standard,Mobile App,26-35
41370,2025-08-01,South Korea,South America,Basic,Smart Tv,18-25
41371,2025-04-11,United Kingdom,Africa,Premium,Mobile App,26-35
41372,2024-07-27,South Korea,South America,Basic,Web,18-25
41373,2024-07-28,Brazil,North America,Premium,Mobile App,46-60
41374,2023-12-22,India,South America,Basic,Smart Tv,26-35
41375,2025-09-26,United States,North America,Standard,Web,46-60
41376,2024-01-21,Canada,Asia,Standard,Smart Tv,36-45
41377,2025-10-13,Mexico,Europe,Basic,Web,18-25
41378,2025-03-20,France,Africa,Basic,Mobile App,18-25
41379,2024-05-06,India,Europe,Basic,Web,60+
41380,2024-10-21,South Africa,South America,Basic,Web,18-25
41381,2024-01-12,Australia,North America,Standard,Mobile App,36-45
41382,2024-06-10,South Korea,Europe,Standard,Web,26-35
41383,2024-08-24,Brazil,Asia,Premium,Web,18-25
41384,2023-11-17,Norway,South America,Basic,Mobile App,18-25
41385,2024-08-25,Germany,South America,Basic,Mobile App,26-35
41386,2024-02-19,Australia,Europe,Premium,Mobile App,26-35
41387,2025-01-22,France,South America,Premium,Web,46-60
41388,2025-03-18,Italy,Africa,Standard,Mobile App,46-60
41389,2025-01-17,Egypt,Europe,Basic,Web,60+
41390,2024-09-07,France,Europe,Premium,Web,46-60
41391,2023-12-04,United States,Asia,Basic,Web,36-45
41392,2024-07-28,South Africa,South America,Basic,Web,60+
41393,2024-04-01,Germany,Asia,Basic,Mobile App,26-35
41394,2024-09-02,United States,South America,Basic,Web,36-45
41395,2025-04-02,South Africa,Europe,Basic,Mobile App,36-45
41396,2024-11-28,Germany,South America,Standard,Web,26-35
41397,2024-09-09,Mexico,Asia,Basic,Mobile App,26-35
41398,2024-12-17,Mexico,Europe,Basic,Web,46-60
41399,2025-05-21,Brazil,South America,Standard,Mobile App,46-60
41400,2025-02-07,South Africa,Asia,Basic,Web,46-60
41401,2024-02-11,Japan,South America,Standard,Web,60+
41402,2024-03-27,Netherlands,Asia,Standard,Smart Tv,60+
41403,2024-04-01,South Africa,Africa,Standard,Web,26-35
41404,2025-04-13,Germany,Asia,Basic,Web,60+
41405,2024-12-10,Brazil,North America,Basic,Mobile App,26-35
41406,2024-06-23,Sweden,South America,Basic,Mobile App,18-25
41407,2024-06-09,Russia,North America,Basic,Web,18-25
41408,2024-03-02,Australia,Africa,Premium,Web,18-25
